Census Tract,Total Population,Children < 10 years (%),Pop 10-64 years (%),Elderly > 64 years (%),Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Other/Multiple (%)
6065043512,7618,15.24,69.74,15.02,49.07,27.16,12.38,0.49,5.26,5.64
6065043513,3532,12.94,72.34,14.72,60.42,31.88,2.27,0.59,1.3,3.54
6065043517,7811,18.53,73.97,7.5,52.17,31.7,6.7,0,6.23,3.2
6065043601,5198,17.83,74.53,7.64,72.22,14.39,9.12,1.87,0.92,1.48
6065043602,3389,11.27,80.29,8.44,74.98,15.43,3.84,0,3.22,2.54
6065043701,4328,10.7,65.62,23.68,35.14,53.67,3.42,1.69,1.96,4.11
6065043702,4760,12.18,70.84,16.97,44.08,50,1.55,0.82,1.6,1.95
6065043703,3145,11.99,75.26,12.75,43.31,48.33,5.28,0.19,1.08,1.81
6065043802,5996,11.94,68.66,19.4,34.89,58.32,0.88,0.22,2.5,3.19
6065043807,7040,17.39,73.28,9.33,42.6,36.92,10.23,3.61,5.43,1.22
6065043809,4046,8.68,54.42,36.9,20.84,67.13,8.4,0.32,1.36,1.95
6065043810,4952,8.6,58.46,32.94,36.69,47.29,6.22,0.32,7.77,1.7
6065043811,4031,5.56,65.37,29.07,21.51,68.35,4.24,0,2.7,3.2
6065043812,6526,2.18,20.1,77.72,12.15,80.26,2.21,0,4.23,1.15
6065043813,4912,12.93,71.19,15.88,36.56,37.89,1.77,19.52,2.3,1.95
6065043814,944,0,34.11,65.89,19.6,71.82,1.91,3.92,2.75,0
6065043818,4567,17.43,74.18,8.39,49.95,21.11,10.23,0.2,16.9,1.62
6065043820,4870,14.31,64.99,20.7,34,36.08,14.11,0,11.85,3.96
6065043821,5389,20.63,71.39,7.98,52.61,25.89,12.93,0,7.7,0.87
6065043822,2898,11.87,79.33,8.8,52.62,38.54,0.79,0,4.59,3.45
6065043823,10092,16.41,75.64,7.95,42.59,34.48,6.87,1.38,11.85,2.83
6065043900,6698,16.83,74.5,8.67,56.91,38.03,2.66,0.04,1.12,1.24
6065044000,1734,11.42,80.39,8.19,64.19,22.61,7.15,0,1.27,4.79
6065044101,3409,16.96,74.01,9.03,65.83,17.89,2.35,7.42,5.66,0.85
6065044102,2907,19.68,67.6,12.73,62.16,27.59,5.74,0,0.55,3.96
6065044103,5735,9.63,54.33,36.04,39.6,39.48,8.93,0,8.9,3.1
6065044104,2983,17.43,67.72,14.85,49.51,43.61,3.65,0,1.91,1.31
6065044200,6541,16.89,74.22,8.88,56.41,15.93,13.77,7.34,4.39,2.16
6065044300,4847,10.23,77.06,12.71,56.8,24.3,10.96,1.69,4.33,1.92
6065044402,5266,11.09,69.67,19.24,17.55,79.04,0.89,0,1.16,1.37
6065044403,4114,7.68,69.47,22.85,23.65,59.14,1,4.52,7.32,4.38
6065044404,1122,7.58,73.89,18.54,11.14,76.56,9.45,0,2.23,0.62
6065044405,1463,0,68.01,31.99,19.96,76.21,0.62,0.75,2.46,0
6065044505,5781,10.34,65.32,24.34,52.91,46.24,0.16,0,0.52,0.17
6065044507,6817,13.82,73.2,12.98,64.16,21.92,7.57,0,3.77,2.58
6065044509,3693,15.41,72.87,11.72,55.24,30.22,12.46,0,1.33,0.76
6065044510,6649,14.98,76.67,8.35,54.31,28.05,12.77,1.22,2.47,1.19
6065044515,3971,13.65,63.86,22.49,63.51,24.12,6.67,2.34,2.82,0.53
6065044516,6109,16.42,70.72,12.87,66.46,25.31,3.57,0,1.1,3.57
6065044517,2435,6.45,59.43,34.13,15.15,76.3,2.51,0.78,3.82,1.44
6065044518,5302,14.22,70.33,15.45,41.61,42.19,9.92,0,2.79,3.49
6065044520,1424,7.58,56.39,36.03,44.59,48.24,1.12,2.11,3.93,0
6065044521,1332,7.73,78.45,13.81,45.8,42.34,5.93,0,3.68,2.25
6065044522,3812,6.43,65.58,27.99,45.91,45.88,3.46,0,1.92,2.83
6065044602,2907,3.72,69.14,27.14,22.67,65.33,3.78,0,5.02,3.2
6065044604,4151,5.93,68.32,25.75,30.81,58.9,2.75,1.04,5.78,0.72
6065044605,6107,16.31,67.53,16.16,48.24,31.83,13.9,0,4.06,1.96
6065044606,2734,5.71,63.31,30.98,34.13,54.32,1.76,0,2.63,7.17
6065044701,4039,10.77,61.28,27.95,40.78,49.81,1.24,0.64,5.74,1.78
6065044702,1738,10.59,73.53,15.88,72.44,17.84,2.47,0,4.38,2.88
6065044804,2704,7.91,72.82,19.27,45.56,31.25,0.7,0.22,20.64,1.63
6065044805,1590,2.39,55.85,41.76,11.51,80.25,1.01,0,3.2,4.03
6065044806,2081,4.52,66.55,28.93,28.93,69.05,0,1.06,0.53,0.43
6065044807,1642,4.81,66.08,29.11,20.04,69.31,3.71,0,6.94,0
6065044904,5192,11.33,70.42,18.26,44.05,34.42,6.01,4.16,7.73,3.64
6065044907,5461,21.72,74.07,4.21,89.67,8.61,0.16,0,1.55,0
6065044911,4194,9.63,65.47,24.89,15.21,74.01,2.91,0,5.03,2.84
6065044915,6799,15.18,79.07,5.75,83.84,8.63,1.59,0.26,5.18,0.5
6065044916,5334,13.4,66.44,20.15,51.78,37.96,3.99,0,5.03,1.24
6065044917,5033,1.95,38.72,59.33,6.56,89.37,1.69,2.38,0,0
6065044918,2919,2.26,31.69,66.05,7.81,86.3,1.13,0.34,2.74,1.68
6065044919,5011,1.74,30.43,67.83,5.53,84.75,3.93,1.24,1.82,2.73
6065044921,2448,3.72,48.9,47.39,4.78,81.33,0.49,0.45,12.13,0.82
6065044922,5812,11.82,62.46,25.72,17.93,63.52,3.17,0.15,9.36,5.87
6065044923,4122,13.08,73.05,13.88,53.03,37.48,0.34,0,7.04,2.11
6065044924,3998,11.43,79.69,8.88,61.43,27.64,0.8,0,8.91,1.23
6065044925,3978,8.17,79.66,12.17,63.02,28.41,0.75,0,7.72,0.1
6065044926,5407,10.78,74.35,14.87,68.61,10.62,3.7,0,11.69,5.38
6065044927,3619,7.35,41.34,51.31,20.31,70.49,4.5,0,4.45,0.25
6065044928,3342,0.54,39.38,60.08,10.2,84.23,0,0,1.97,3.59
6065044929,3627,6.37,42.07,51.56,16.07,77.58,2.37,0,3.97,0
6065044930,3606,15.28,62.17,22.55,41.43,44.68,5.99,0.19,6.35,1.36
6065044931,2093,6.26,78.69,15.05,55.42,32.2,2.1,0.53,9.17,0.57
6065044932,2883,6,79.08,14.92,42.87,44.16,2.5,0,9.4,1.08
6065045000,3314,8.69,70.19,21.12,41.37,54.19,2.66,0,0.51,1.27
6065045103,3557,5.31,58.59,36.1,21.56,66.1,6.18,0.87,5.29,0
6065045108,6767,7.33,69.75,22.92,44.07,48.65,1.94,0.43,4.08,0.84
6065045109,4137,10.25,74.16,15.59,42.11,46.87,2.61,0.41,1.55,6.45
6065045110,6290,13.31,75.61,11.08,60.84,36.34,1.51,0,0.22,1.08
6065045114,2153,3.39,53,43.61,9.75,84.77,1.11,0,2.88,1.49
6065045115,1890,5.87,43.02,51.11,6.51,89.68,0,0,2.7,1.11
6065045116,1479,2.57,66.19,31.24,28.4,67.75,0,0,3.52,0.34
6065045117,4053,3.36,64.57,32.08,17.99,69.85,8.39,0,2.29,1.48
6065045118,2636,12.18,60.81,27.01,44.2,43.78,0.68,0,3.53,7.81
6065045119,2772,8.44,71.75,19.81,23.12,61.54,1.48,0.51,11.72,1.62
6065045120,4788,14.68,63.74,21.57,57.52,39.2,0.86,0,1.86,0.56
6065045121,6454,11.33,49.07,39.6,24.88,65.46,3.05,0,4.97,1.63
6065045122,1514,5.48,34.48,60.04,7.2,88.24,0.59,0,3.96,0
6065045123,2428,2.39,56.22,41.39,19.19,71.38,0,0,5.97,3.46
6065045124,2157,9.87,66.94,23.18,25.54,64.63,0,0,9.46,0.37
6065045125,3159,5.51,40.2,54.29,4.94,88.73,1.23,0,3.17,1.93
6065045207,5449,15.34,71.26,13.4,80.8,16.72,0.07,0,1.21,1.19
6065045209,5946,11.44,75.41,13.15,79.1,15.96,4.1,0,0.45,0.39
6065045212,2601,6.23,44.18,49.6,26.45,61.13,11.15,0,0.77,0.5
6065045213,6526,10.5,73.17,16.33,65.43,22.53,7.37,0,3.39,1.29
6065045214,5112,9.74,64.28,25.98,23.55,69.91,1.72,0,3.35,1.47
6065045215,9761,14.12,72.67,13.22,33.03,52.88,0.7,0,8.04,5.35
6065045216,2407,2.04,33.65,64.31,8.31,85.79,1.87,0,3.12,0.91
6065045217,8275,20.1,69.87,10.03,76.42,15.84,6.42,0,0.75,0.57
6065045222,2686,8.71,70.48,20.81,41.81,43.04,1.12,0,13.29,0.74
6065045224,5878,13.35,71.42,15.23,51.6,40.44,1.29,0.88,4.39,1.4
6065045226,8410,17.57,76.12,6.3,94.93,3.94,1.13,0,0,0
6065045228,6517,12.57,62.24,25.2,38.67,57.74,0.34,0,2.42,0.83
6065045233,4367,12.48,74.86,12.66,41.88,50.79,2.34,0,2.43,2.56
6065045302,4027,7.8,74.3,17.9,89.07,9.29,0,0,0.32,1.32
6065045303,2639,17.2,73.32,9.47,92.84,4.13,0,0,3.03,0
6065045304,10800,12.24,77.04,10.72,61.36,30.54,2.87,0.96,2.36,1.91
6065045501,5936,13.51,78.17,8.32,86.81,6.18,6.13,0,0.1,0.77
6065045502,3788,10.19,74.66,15.15,81.31,11.17,3.56,0,2.19,1.77
6065045604,11044,16.29,76.15,7.56,97.39,2.45,0,0,0.01,0.14
6065045605,6734,13.26,64.14,22.6,72.57,23.69,0.73,1.01,1.59,0.42
6065045606,2648,6.42,61.93,31.65,31.42,63.78,1.36,0,1.47,1.96
6065045608,2686,2.64,38.42,58.94,3.61,89.61,0.6,0.3,4.84,1.04
6065045609,4318,15.03,74.62,10.35,95,4.47,0.53,0,0,0
6065045703,6332,9.74,81.92,8.34,98.15,1.18,0,0,0.38,0.28
6065045704,2723,12.12,73.96,13.92,98.6,1.4,0,0,0,0
6065045705,9353,15.28,80.32,4.41,97.89,1.05,0.28,0.18,0.6,0
6065045706,4821,10.48,77.64,11.89,99,1,0,0,0,0
6065045707,6493,9.03,79.04,11.94,98.55,0.94,0.51,0,0,0
6065045900,1645,15.68,65.29,19.03,49.36,41.4,4.86,0,0.85,3.53
6065046101,3320,22.74,63.37,13.89,55.21,28.13,8.58,0,2.47,5.6
6065046102,1881,25.04,67.78,7.18,70.23,17.65,8.56,0,0.27,3.3
6065046103,3532,16.39,71.35,12.26,52.1,40.09,1.19,0,4.76,1.87
6065046200,2871,14.04,71.58,14.39,67.64,15.15,13.97,0,0,3.24
6065046401,3575,8.22,73.62,18.15,44.25,50.94,1.15,0,3.36,0.31
6065046402,5762,15.45,75.1,9.46,47.85,45.66,2.1,0.17,1.84,2.38
6065046403,7457,18.09,71.57,10.34,55.18,34.65,0.67,0,5.69,3.81
6065046404,6661,19.44,73.04,7.52,49.03,37.85,3.68,0.02,6.01,3.42
6065046405,3710,11.32,72.29,16.39,48.03,44.93,2.67,0,3.26,1.11
6065046500,9412,3.7,95.6,0.7,35.23,19.2,7.15,0.27,31.76,6.39
6065046601,3385,1.98,92.58,5.44,34.33,28.21,25.32,0.21,4.37,7.56
6065046602,3963,11.81,75.07,13.12,33.84,62.02,1.44,0.86,0.33,1.51
6065046700,4721,20.55,66.62,12.84,72.53,16.78,8.58,0,1.5,0.61
6065046800,6788,10.78,81.78,7.44,50.74,20.18,22.33,0.24,5.58,0.93
6065046900,1631,15.45,59.66,24.89,61.99,36.05,0.92,0,0,1.04
6065047000,1675,14.03,68,17.97,41.19,48.48,4.9,0.42,3.7,1.31
6065047201,1848,6.17,41.29,52.54,37.88,61.58,0,0,0.54,0
6065047202,1656,4.23,61.41,34.36,29.35,68.12,0,0,2.05,0.48
6065047900,12628,10.73,78.73,10.54,20.6,49.82,7.16,0.16,17.33,4.93
6065048100,7365,11.01,80.27,8.72,27.88,46.4,7.62,0.08,16.88,1.15
6065048200,4522,8.49,80.76,10.75,45.44,31.11,1.75,0,18.73,2.96
6065048300,6632,17.63,75.5,6.88,57.1,10.54,22.65,0,6.68,3.03
6065048700,4872,11.35,82.33,6.32,50.18,9.73,20.3,0,13.75,6.03
6065048800,4917,15.5,72.91,11.59,49.97,16.55,27.39,0,5.35,0.73
6065048901,4000,15.73,77.55,6.73,66.65,13.98,11.3,0,6.33,1.75
6065048902,7835,14.37,78.66,6.97,71.22,11.81,11.14,0,4.13,1.7
6065049000,10135,16.73,73.06,10.2,47.08,19.31,23.5,0,6.95,3.16
6065049100,5339,6.44,54.19,39.37,38.17,56,3.47,0,1.91,0.45
6065049400,3067,8.58,40.98,50.44,41.47,56.54,0.85,0,1.14,0
6065049500,7220,13.05,79.74,7.22,89.78,9.65,0.47,0,0,0.1
6065049600,8220,16.03,73.1,10.86,29.4,49.66,4.76,0.15,11.97,4.06
6065049700,9342,14.58,73.09,12.33,21.45,64.77,1.65,0.29,7.87,3.97
6065049800,4621,16.36,75.09,8.55,44.34,44.75,0.39,0,7.01,3.51
6065050300,13390,19.37,73.41,7.22,30.97,38.13,8.18,1.01,15.16,6.56
6065050400,10943,18.09,73.58,8.32,37.45,46.5,2.66,0,8.79,4.6
6065050500,15912,15.95,76.67,7.38,38.81,35.77,8.17,0.48,11.92,4.85
6065050600,7748,12.15,71.27,16.58,28.02,55.82,10.03,0.53,2.08,3.52
6065050700,12772,15.42,75.73,8.85,28.67,44.39,9.47,0,8.64,8.84
6065050900,4682,12,80.99,7.01,30.2,39.02,7.75,2.16,13.61,7.26
6065051100,7242,14.79,77.15,8.06,43.36,12.43,31.57,0,11.31,1.34
6065051200,5113,10.68,79.01,10.31,50.93,39.33,1.8,0.45,6.32,1.17
6065051300,9719,13.97,69.26,16.77,44.03,44.67,3.21,2.01,3.92,2.17
6065051400,6755,0,13.81,86.19,4.01,89.89,3.57,0,0.34,2.19
6065940100,171,0,48.54,51.46,14.04,76.02,0,0,9.94,0
6065940400,6818,11.07,80.8,8.13,95.57,2.17,1.04,0.31,0.37,0.54
6065940500,2150,0.14,51.12,48.74,5.95,89.12,1.02,0.6,1.91,1.4
6065940600,3183,3.49,45.93,50.58,12.22,76.94,1.6,0.91,5.22,3.11
6065940700,2798,4.57,50.64,44.78,15.83,76.23,1.72,0.82,3.97,1.43
6065940800,2748,1.46,47.23,51.31,10.88,83.15,0.91,0.51,2.73,1.82
6065940900,2097,1.48,43.59,54.94,11.11,81.45,2.24,0.24,3.24,1.72
6065941000,3832,3.11,51.72,45.17,12.81,75.99,3.91,3.29,1.49,2.51
6065941100,2072,1.79,32.87,65.35,6.76,90.3,0.29,0.1,1.45,1.11
6065941200,2735,3.62,59.01,37.37,15.06,73.64,3.07,0.18,5.3,2.74
6065941300,3366,4.72,63.84,31.43,20.53,65.51,7.13,0.59,4.72,1.52
6065941400,3872,6.79,64.82,28.38,28.18,58.57,5.99,0.36,4.47,2.43
6065941500,5080,19.9,68.15,11.95,45.18,37.32,8.84,6.52,0.37,1.77
6065980004,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6065981000,6196,0,99,1,57.65,16.87,18.33,1.28,3.39,2.49
6067000100,3871,12.71,67.24,20.05,10.77,82.54,0.34,0.31,2.35,3.69
6067000200,3755,12.65,68.84,18.51,12.94,74.59,0.11,0,5.06,7.3
6067000300,3418,10.8,69.95,19.25,13.14,75.57,1.38,0.23,7.55,2.14
6067000400,3933,5.95,84.57,9.48,20.85,63.13,6,1.2,2.42,6.41
6067000500,3461,11.85,79.08,9.07,26.06,53.54,7.19,0.92,3.73,8.55
6067000600,1123,1.87,86.38,11.75,27.16,55.92,9.62,0,4.19,3.12
6067000700,2567,0,78.18,21.82,18.89,28.28,29.88,1.52,16.17,5.26
6067000800,1703,0,73.4,26.6,10.04,69.88,6.81,0,8.87,4.4
6067001101,2583,6.7,82.85,10.45,14.79,50.75,20.75,0.66,7.28,5.77
6067001200,3527,4.34,84.21,11.45,17.78,64.42,6.52,0.88,9.3,1.11
6067001300,3231,3.62,88.58,7.8,20.3,63.2,4.36,0.62,6.99,4.52
6067001400,2362,1.78,75.49,22.73,16.47,67.53,6.48,0,4.91,4.61
6067001500,4723,9.44,68.35,22.21,9.78,76.18,2.14,0,6.39,5.5
6067001600,6023,13.27,70.99,15.74,19.29,66.43,1.41,0.28,6.64,5.94
6067001700,5513,9.43,71.98,18.59,17.43,66.72,1.31,0,7.93,6.62
6067001800,5152,7.76,83.07,9.16,23.35,49.42,10.85,0,10.73,5.65
6067001900,3123,6.72,83.61,9.67,18.67,64.43,2.63,0,8.68,5.6
6067002000,2617,3.06,81.7,15.25,21.28,39.05,4.55,0.31,25.45,9.36
6067002100,2096,4.77,87.26,7.97,19.23,45.8,6.92,1.86,21.61,4.58
6067002200,5103,26.1,66.45,7.45,27.45,32.49,14.58,0,18.18,7.29
6067002300,3358,8.99,74.24,16.77,19.62,69.83,1.25,0,3.6,5.69
6067002400,4772,13.5,64.75,21.75,11.13,72.69,3.65,0,6.75,5.78
6067002500,1613,7.01,59.76,33.23,14.07,73.96,2.54,0.31,6.45,2.67
6067002600,2448,6.82,77.08,16.09,14.62,63.64,4.62,0,9.88,7.23
6067002700,3404,8.96,83.84,7.2,31.61,37.4,17.22,2,4.52,7.26
6067002800,3814,13.11,75.64,11.25,40.43,22.76,20.98,3.38,5.14,7.32
6067002900,5016,9.39,73.98,16.63,22.93,66.73,2.89,0,3.79,3.67
6067003000,7450,9.21,72.62,18.17,33.49,38.46,13.99,0,8.39,5.68
6067003101,3479,13.57,74.39,12.04,57.86,29.55,3.62,0.8,6.26,1.9
6067003102,3158,9.37,79.23,11.4,42.59,31.89,9.72,0,6.52,9.28
6067003202,5098,12.91,73.03,14.06,35.45,21.54,6.43,0.24,32.27,4.08
6067003203,2680,9.93,77.87,12.2,27.54,8.06,7.13,0,52.2,5.07
6067003204,4965,12.85,77.14,10.01,36.46,8.52,7.53,0,42.26,5.24
6067003300,4548,12.25,65.94,21.81,19.46,58,2.88,0.4,15.77,3.5
6067003400,3929,9.9,64.21,25.88,25.88,44.49,8.25,1.32,14.84,5.22
6067003501,2393,11.07,72.88,16.05,26.95,46.97,4.3,0,17.51,4.26
6067003502,2638,12.36,68.27,19.37,28.01,43.14,4.78,0,19.22,4.85
6067003600,2767,13.62,75.61,10.77,47.71,34.12,5.28,0.87,10.55,1.48
6067003700,4496,21.98,69.64,8.39,51.56,16.3,9.81,0,18.5,3.83
6067003800,5674,11.51,74.3,14.19,41.54,15.19,24.53,0.04,16.62,2.08
6067003900,3267,7.56,69.24,23.2,27.73,47.63,2.72,0,17.75,4.16
6067004001,5832,10.89,65.45,23.66,28.05,28.57,9.28,0,25.8,8.3
6067004004,5986,6.41,67.84,25.74,16.64,41.55,9.41,0,26.11,6.3
6067004005,4367,7.9,60.22,31.88,9.66,40.23,17.43,0,26.86,5.82
6067004006,5346,13.51,69.4,17.1,21.23,35.88,12.51,0,23.57,6.81
6067004008,3666,11.46,69.8,18.74,18.82,43.86,2.97,0,26.19,8.16
6067004009,4991,9.18,73.69,17.13,23.72,30.39,8.9,0.38,29.81,6.79
6067004010,5981,17.52,63.7,18.78,18.43,29.78,16.94,0.2,25,9.66
6067004011,3111,8.33,68.47,23.21,9.16,40.79,6.46,0.29,41.01,2.28
6067004012,3655,12.31,69.66,18.03,23.12,33.63,11.52,0,28.65,3.09
6067004100,5107,15.49,69.98,14.53,29.76,12.79,16.19,0,39.98,1.27
6067004201,5707,14.44,71.75,13.81,43.18,13.88,21.57,0,17.35,4.03
6067004202,6353,16.87,65.61,17.52,41.19,12.67,20.53,0.61,21.89,3.1
6067004203,5583,21.26,69.37,9.37,33.15,7.15,18.99,0,32.99,7.72
6067004300,9867,20.71,68.02,11.27,20.48,7.37,19.77,0,42.5,9.88
6067004401,3788,7.31,76.32,16.37,34.32,21.15,24.45,0,16.71,3.38
6067004402,4295,14.39,74.18,11.43,49.45,13.41,11.53,0,21.42,4.19
6067004501,3463,16.55,73.32,10.14,48.69,8.69,10.83,0,28.91,2.89
6067004502,5407,18.31,75.07,6.62,47.73,12.1,13.15,0.55,18.85,7.62
6067004601,8155,16.31,74.96,8.73,36.25,15.02,15.01,0,20.06,13.66
6067004602,5725,24.26,67.16,8.58,56.3,18.78,5.73,0.44,10.03,8.73
6067004701,3318,21.19,68.17,10.64,34.72,15.55,11.63,0.6,22.94,14.56
6067004702,4946,20.44,70.22,9.34,39,12.35,18.94,0.81,24.76,4.12
6067004801,5931,12.59,72.01,15.39,21.26,17.69,8.58,0,49.3,3.17
6067004802,5177,12.3,76.57,11.13,35.87,12.44,13.56,0.44,31.58,6.1
6067004903,7493,15.71,77.07,7.22,25.44,12.28,19.28,0.37,32.69,9.93
6067004904,5824,13.89,72.89,13.22,38.55,22.77,14.37,0,19.97,4.34
6067004905,7492,18.57,66.18,15.26,30.37,16.91,25.8,0.23,24.42,2.28
6067004906,3290,14.95,73.34,11.7,35.78,13.13,27.02,0,20.91,3.16
6067005001,8176,11.25,70.98,17.77,33.65,14.9,9.74,1.52,38.94,1.26
6067005002,7108,21.51,65.04,13.45,42.29,20.82,11.82,2.24,19.81,3.02
6067005101,3787,9.8,75.57,14.63,21.79,18.09,9.16,0,46.1,4.86
6067005102,4654,13.39,68.2,18.41,31.2,27.93,8.34,0,25.92,6.62
6067005201,3707,2.48,96.95,0.57,38.04,26.95,17.99,0.19,11.38,5.45
6067005202,3831,8.67,72.64,18.69,31.82,53.35,2.38,0,7.28,5.17
6067005204,4476,14.57,64.68,20.76,16.18,64.3,7.6,0.47,7.42,4.04
6067005205,2400,3.46,78.58,17.96,40.13,39.54,7.58,0,10.67,2.08
6067005301,1598,16.96,76.41,6.63,24.53,28.6,40.05,0,3.32,3.5
6067005402,2729,10.96,75.16,13.89,33.02,46.02,3.81,0.26,12.75,4.14
6067005403,2518,0.36,64.3,35.35,26.73,60.25,2.82,0,9.45,0.75
6067005404,5440,8.35,69.17,22.48,11.62,72.52,2.21,0.92,8.22,4.52
6067005502,5779,17.91,74.42,7.67,48.42,29,10.76,0,5.9,5.92
6067005505,5997,15.72,71.87,12.41,28.41,47.62,13.01,0,0.9,10.06
6067005506,3843,14.23,80.51,5.26,32.76,33.67,21.52,0,5.67,6.38
6067005508,3338,8.9,77.35,13.75,25.34,43.35,14.14,0.96,10.25,5.96
6067005509,2122,5.75,86.9,7.35,17.81,37.51,22.71,0,18.47,3.49
6067005510,5522,19.5,72.71,7.79,33.52,40.24,13,0.62,8.4,4.22
6067005601,5969,13.77,65.25,20.98,6.82,53.63,16.18,0.32,13.75,9.3
6067005605,3890,18.82,71.08,10.1,27.74,44.6,14.5,0,7.38,5.78
6067005606,4405,10.96,72.1,16.94,19.82,63.9,2.72,0,9.24,4.31
6067005701,3143,11.61,68.31,20.08,7.83,70.63,9.39,0,5.63,6.52
6067005702,4864,11.64,68.22,20.15,10.16,81.19,0.76,0,5.39,2.51
6067005801,5304,10.71,72.34,16.95,19.49,68.44,3.83,0,4.55,3.7
6067005803,3606,8.1,64.34,27.57,7.49,77.87,0.25,0,10.18,4.22
6067005804,2425,11.84,58.47,29.69,7.59,80.82,0,0,6.89,4.7
6067005901,6428,8.42,59.89,31.69,10.49,74.7,2.85,0.22,9.46,2.29
6067005903,2837,12.72,77.58,9.69,7.97,60.06,15.4,0,2.11,14.45
6067005904,4884,5.32,79.71,14.97,9.52,73.89,4.28,0.12,5.43,6.76
6067006002,4566,14.3,69.49,16.21,17.06,62,6.81,2.26,5.43,6.44
6067006003,4960,12.96,73.79,13.25,23.67,50.36,9.33,0.22,6.76,9.66
6067006004,2438,8.7,73.67,17.64,12.14,72.15,6.19,0.29,4.22,5
6067006101,4886,19.12,63.1,17.79,23.15,57.39,9.27,0,1.58,8.62
6067006102,3367,14.2,69.91,15.89,21.86,51.2,14.49,0,7.19,5.26
6067006201,7359,20.89,66.1,13.02,28.97,37.78,12.34,1.03,5.87,14.01
6067006202,3644,13.72,74.7,11.58,34.11,33.7,19.51,0.96,5.71,6.01
6067006300,5161,13.52,75.61,10.87,49.54,32.84,9.88,0.89,5.25,1.59
6067006400,5521,14.04,77.27,8.69,53.03,28.53,8.86,0.25,5.54,3.79
6067006500,7004,17.26,75.36,7.38,30.63,15.35,20.66,0.44,27.63,5.3
6067006600,7385,14.41,77.37,8.22,38.98,26.23,14.37,0.88,15.35,4.2
6067006701,9349,14.59,75.02,10.39,40.99,17.01,13.52,0,25.77,2.72
6067006702,7927,17.79,73.46,8.75,35.16,17.77,17.37,0,23.76,5.94
6067006800,7168,15.83,77.08,7.09,62.33,13.98,7.49,2.27,8.75,5.18
6067006900,4858,11.65,75.69,12.66,34.54,38.31,15.48,0,8.11,3.56
6067007001,4205,17.22,75.67,7.11,55.12,19.98,8.68,2.43,11.34,2.45
6067007004,7953,14.64,79.99,5.37,43.2,18.23,19.43,0.91,13.98,4.25
6067007007,5756,18.82,69.63,11.55,57.12,18.78,13.55,0.28,6.93,3.34
6067007010,3878,12.17,80.25,7.58,20.32,42.08,11.42,0,22.48,3.69
6067007011,6865,15.72,78.31,5.97,41.7,20.64,13.37,0,17.19,7.09
6067007012,3452,16.48,74.39,9.13,37.78,34.36,18.4,0,3.94,5.53
6067007013,3149,13.94,78.88,7.18,38.96,18.61,12.29,1.05,20.96,8.13
6067007014,7336,13.09,76.8,10.11,41.92,25.74,16.98,0.16,7.66,7.54
6067007015,6158,14.6,72.7,12.7,26.78,31.28,17.65,0.28,19.25,4.77
6067007016,6040,18.38,71.44,10.18,19.78,26.84,13.69,0,34.37,5.31
6067007017,3309,17.32,73.07,9.61,30.19,29.95,15.5,0,20.28,4.08
6067007018,6096,16.22,76,7.78,15.03,27.33,12.81,0.26,41.09,3.48
6067007019,1461,17.25,78.58,4.18,30.73,8.35,39.22,0,17.73,3.97
6067007020,4336,13.26,76.38,10.36,23.02,49.52,8.76,0,12.47,6.23
6067007101,312,26.92,65.71,7.37,0,100,0,0,0,0
6067007102,8662,12.1,58.13,29.77,11.83,39.4,16.39,1.73,27.76,2.87
6067007103,3869,16.08,78.44,5.48,12.79,34.53,15.04,1.19,29.31,7.13
6067007104,8397,13.91,80.27,5.82,15.47,35.58,13.14,0,25.82,9.99
6067007105,7100,12.85,78.15,9,20.46,30.55,11.44,0,33.89,3.66
6067007106,8420,10.38,81.15,8.47,31,30.37,9.87,1.27,20.62,6.88
6067007107,3808,14.34,73.82,11.84,14.65,36.03,15.36,0.63,26.02,7.3
6067007202,4630,16.2,70.28,13.52,21.6,63.26,1.38,0,9.59,4.17
6067007204,4917,16.17,74.29,9.54,27.8,36.3,13.59,0.33,19.16,2.83
6067007206,4274,9.94,72.48,17.57,14.6,74.99,2.71,1.92,2.5,3.28
6067007207,4835,11.87,77.95,10.18,22.25,58.84,0.48,0.17,15.24,3.02
6067007208,4608,15.34,72.35,12.3,17.27,68.75,3.43,0,9.2,1.35
6067007209,3618,16.92,69.29,13.79,23.55,64.93,4.42,0.25,3.79,3.07
6067007301,5067,16.74,73.22,10.05,29.82,40.81,17.58,0.18,4.01,7.6
6067007402,6213,12.23,72.33,15.44,38.37,44.29,8.13,0.11,4.64,4.46
6067007403,5422,15.44,74.27,10.29,28.03,43.03,19.31,0.37,0.9,8.35
6067007406,8862,14.08,76,9.92,26.4,48.09,14.83,0,7.82,2.85
6067007413,7438,22.34,66.08,11.58,22.65,52.12,9.2,0.23,9.8,6
6067007414,4786,15.57,75.87,8.57,28.31,45.97,8.61,0.23,7.96,8.92
6067007415,3529,15.73,69.74,14.54,14.45,64.52,11.56,0,6.01,3.46
6067007416,4223,13.33,73.05,13.62,29.48,52.29,4.81,0,7.34,6.09
6067007417,3285,13.21,74.19,12.6,16.13,57.44,6.15,0,15.49,4.78
6067007421,9610,14.09,77.68,8.23,6.41,65.19,8.36,0.06,16.19,3.79
